OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
New Jersey Organ and Tissue Sharing Network OPO,Hackensack University Medical Center," Kidney, Pancreas",31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJHK,30 Prospect Ave,Hackensack,7601,Kidney,2,Region 2,New Jersey,NJ,34,34003,"Bergen County, NJ","Hackensack, NJ",New Jersey District 05,115,3405,7601,-74.05793337,40.88402423,10/25/2018,10/25/2018
New Jersey Organ and Tissue Sharing Network OPO,Hackensack University Medical Center," Kidney, Pancreas",31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJHK,30 Prospect Ave,Hackensack,7601,Pancreas,2,Region 2,New Jersey,NJ,34,34003,"Bergen County, NJ","Hackensack, NJ",New Jersey District 05,115,3405,7601,-74.05793337,40.88402423,10/25/2018,10/25/2018
Gift of Life Donor Program,Our Lady of Lourdes Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,NJLL,1600 Haddon Ave,Camden,8103,Kidney,2,Region 2,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,-75.09530298,39.92675719,10/25/2018,10/25/2018
Gift of Life Donor Program,Our Lady of Lourdes Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,NJLL,1600 Haddon Ave,Camden,8103,Pancreas,2,Region 2,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,-75.09530298,39.92675719,10/25/2018,10/25/2018
Gift of Life Donor Program,Our Lady of Lourdes Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,NJLL,1600 Haddon Ave,Camden,8103,Liver,2,Region 2,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,-75.09530298,39.92675719,10/25/2018,10/25/2018
New Jersey Organ and Tissue Sharing Network OPO,Robert Wood Johnson University Hospital, Heart,31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJRW,1 Robert Wood Johnson Pl,New Brunswick,8901,Heart,2,Region 2,New Jersey,NJ,34,34023,"Middlesex County, NJ","New Brunswick, NJ",New Jersey District 06,115,3406,8901,-74.45062173,40.49569327,10/25/2018,10/25/2018
New Jersey Organ and Tissue Sharing Network OPO,Saint Barnabas Medical Center," Kidney, Pancreas",31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJSB,94 Old Short Hills Rd,Livingston,7039,Kidney,2,Region 2,New Jersey,NJ,34,34013,"Essex County, NJ","Livingston, NJ",New Jersey District 11,115,3411,7039,-74.30263593,40.76345718,10/25/2018,10/25/2018
New Jersey Organ and Tissue Sharing Network OPO,Saint Barnabas Medical Center," Kidney, Pancreas",31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJSB,94 Old Short Hills Rd,Livingston,7039,Pancreas,2,Region 2,New Jersey,NJ,34,34013,"Essex County, NJ","Livingston, NJ",New Jersey District 11,115,3411,7039,-74.30263593,40.76345718,10/25/2018,10/25/2018
New Jersey Organ and Tissue Sharing Network OPO,University Hospital, Liver,31P001,691 Central Ave,New Providence,NJ,07974-1560,908-516-5400,NJUH,150 Bergen St,Newark,7103,Liver,2,Region 2,New Jersey,NJ,34,34013,"Essex County, NJ","Newark, NJ",New Jersey District 10,115,3410,7103,-74.19245286,40.74018834,10/25/2018,10/25/2018
New Mexico Donor Services,"University Hospital, University of New Mexico Health Sciences Center", Kidney,32P001,1609 University Blvd NE,Albuquerque,NM,87102-1710,505-843-7672,NMAQ,2211 Lomas Blvd NE,Albuquerque,87106,Kidney,6,Region 6,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,-106.6174939,35.08756051,10/25/2018,10/25/2018
New Mexico Donor Services,Presbyterian Hospital," Kidney, Pancreas",32P001,1609 University Blvd NE,Albuquerque,NM,87102-1710,505-843-7672,NMPH,1100 Central Ave SE,Albuquerque,87106,Kidney,6,Region 6,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,-106.6345952,35.08226466,10/25/2018,10/25/2018
New Mexico Donor Services,Presbyterian Hospital," Kidney, Pancreas",32P001,1609 University Blvd NE,Albuquerque,NM,87102-1710,505-843-7672,NMPH,1100 Central Ave SE,Albuquerque,87106,Pancreas,6,Region 6,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,-106.6345952,35.08226466,10/25/2018,10/25/2018
Nevada Donor Network,University Medical Center of Southern Nevada, Kidney,29P001,2055 E Sahara Ave,Las Vegas,NV,89104-3829,702-796-9600,NVUM,1800 W Charleston Blvd,Las Vegas,89102,Kidney,9,Region 9,Nevada,NV,32,32003,"Clark County, NV","Las Vegas, NV",Nevada District 01,115,3201,89102,-115.1674458,36.1590198,10/25/2018,10/25/2018
Center for Donation and Transplant,Albany Medical Center Hospital," Kidney, Pancreas",33P004,218 Great Oaks Blvd,Albany,NY,12203-5969,518-262-5606,NYAM,43 New Scotland Ave,Albany,12208,Kidney,2,Region 2,New York,NY,36,36001,"Albany County, NY","Albany, NY",New York District 20,115,3620,12208,-73.77397656,42.65326815,10/25/2018,10/25/2018
Center for Donation and Transplant,Albany Medical Center Hospital," Kidney, Pancreas",33P004,218 Great Oaks Blvd,Albany,NY,12203-5969,518-262-5606,NYAM,43 New Scotland Ave,Albany,12208,Pancreas,2,Region 2,New York,NY,36,36001,"Albany County, NY","Albany, NY",New York District 20,115,3620,12208,-73.77397656,42.65326815,10/25/2018,10/25/2018
LiveOnNY,Long Island Jewish Medical Center-Cohen Children's Medical Center, Kidney,33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCC,26901 76th Ave,New Hyde Park,11040,Kidney,2,Region 2,New York,NY,36,36081,"Queens County, NY","New Hyde Park, NY",New York District 03,115,3603,11040,-73.70749534,40.75277698,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Kidney,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Pancreas,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Liver,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Intestine,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Heart,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,NY Presbyterian Hospital/Columbia Univ. Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYCP,622 W 168th St,New York,10032,Lung,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,-73.94044205,40.84128075,10/25/2018,10/25/2018
LiveOnNY,"State University of New York, Downstate Medical Center", Kidney,33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYDS,450 Clarkson Ave # 40,Brooklyn,11203,Kidney,2,Region 2,New York,NY,36,36047,"Kings County, NY","Brooklyn, NY",New York District 09,115,3609,11203,-73.94510849,40.65566852,10/25/2018,10/25/2018
Upstate New York Transplant Services Inc,Erie County Medical Center," Kidney, Pancreas",33P001,110 Broadway St,Buffalo,NY,14203-1677,716-853-6667,NYEC,462 Grider St,Buffalo,14215,Kidney,2,Region 2,New York,NY,36,36029,"Erie County, NY","Buffalo, NY",New York District 26,115,3626,14215,-78.82925734,42.92726734,10/25/2018,10/25/2018
Upstate New York Transplant Services Inc,Erie County Medical Center," Kidney, Pancreas",33P001,110 Broadway St,Buffalo,NY,14203-1677,716-853-6667,NYEC,462 Grider St,Buffalo,14215,Pancreas,2,Region 2,New York,NY,36,36029,"Erie County, NY","Buffalo, NY",New York District 26,115,3626,14215,-78.82925734,42.92726734,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,"Strong Memorial Hospital, University of Rochester Medical Center"," Heart, Kidney, Liver, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYFL,601 Elmwood Ave,Rochester,14642,Kidney,2,Region 2,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,-77.62359828,43.12432644,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,"Strong Memorial Hospital, University of Rochester Medical Center"," Heart, Kidney, Liver, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYFL,601 Elmwood Ave,Rochester,14642,Pancreas,2,Region 2,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,-77.62359828,43.12432644,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,"Strong Memorial Hospital, University of Rochester Medical Center"," Heart, Kidney, Liver, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYFL,601 Elmwood Ave,Rochester,14642,Liver,2,Region 2,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,-77.62359828,43.12432644,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,"Strong Memorial Hospital, University of Rochester Medical Center"," Heart, Kidney, Liver, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYFL,601 Elmwood Ave,Rochester,14642,Heart,2,Region 2,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,-77.62359828,43.12432644,10/25/2018,10/25/2018
LiveOnNY,Montefiore Medical Center," Heart, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMA,111 E 210th St,Bronx,10467,Kidney,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,-73.8802861,40.87986317,10/25/2018,10/25/2018
LiveOnNY,Montefiore Medical Center," Heart, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMA,111 E 210th St,Bronx,10467,Pancreas,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,-73.8802861,40.87986317,10/25/2018,10/25/2018
LiveOnNY,Montefiore Medical Center," Heart, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMA,111 E 210th St,Bronx,10467,Liver,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,-73.8802861,40.87986317,10/25/2018,10/25/2018
LiveOnNY,Montefiore Medical Center," Heart, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMA,111 E 210th St,Bronx,10467,Heart,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,-73.8802861,40.87986317,10/25/2018,10/25/2018
LiveOnNY,Montefiore Medical Center," Heart, Kidney, Liver, Lung, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMA,111 E 210th St,Bronx,10467,Lung,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,-73.8802861,40.87986317,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Kidney,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Pancreas,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Liver,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Intestine,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Heart,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,Mount Sinai Medical Center," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYMS,1 Gustave L Levy Pl,New York,10029,Vascularized Composite Allograft (VCA),2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,-73.95446195,40.78907921,10/25/2018,10/25/2018
LiveOnNY,North Shore University Hospital/Northwell Health," Heart, Kidney",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNS,1554 Northern Blvd,Manhasset,11030,Kidney,2,Region 2,New York,NY,36,36059,"Nassau County, NY","Manhasset, NY",New York District 03,115,3603,11030,-73.68906801,40.7939707,10/25/2018,10/25/2018
LiveOnNY,North Shore University Hospital/Northwell Health," Heart, Kidney",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNS,1554 Northern Blvd,Manhasset,11030,Heart,2,Region 2,New York,NY,36,36059,"Nassau County, NY","Manhasset, NY",New York District 03,115,3603,11030,-73.68906801,40.7939707,10/25/2018,10/25/2018
LiveOnNY,New York-Presbyterian Hospital/Weill Cornell Medical Center," Kidney, Liver, Pancreas, Pancreas Islet",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNY,525 E 68th St,New York,10065,Kidney,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,-73.95529505,40.76422987,10/25/2018,10/25/2018
LiveOnNY,New York-Presbyterian Hospital/Weill Cornell Medical Center," Kidney, Liver, Pancreas, Pancreas Islet",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNY,525 E 68th St,New York,10065,Pancreas,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,-73.95529505,40.76422987,10/25/2018,10/25/2018
LiveOnNY,New York-Presbyterian Hospital/Weill Cornell Medical Center," Kidney, Liver, Pancreas, Pancreas Islet",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNY,525 E 68th St,New York,10065,Pancreas Islet,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,-73.95529505,40.76422987,10/25/2018,10/25/2018
LiveOnNY,New York-Presbyterian Hospital/Weill Cornell Medical Center," Kidney, Liver, Pancreas, Pancreas Islet",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYNY,525 E 68th St,New York,10065,Liver,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,-73.95529505,40.76422987,10/25/2018,10/25/2018
LiveOnNY,University Hospital of State University of New York at Stony Brook, Kidney,33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYSB,Health Sciences Dr,Stony Brook,11790,Kidney,2,Region 2,New York,NY,36,36103,"Suffolk County, NY","Stony Brook, NY",New York District 01,115,3601,11790,-73.11223451,40.90899896,10/25/2018,10/25/2018
LiveOnNY,New York University Medical Center," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYUC,550 1st Ave,New York,10016,Kidney,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,-73.97450676,40.74237896,10/25/2018,10/25/2018
LiveOnNY,New York University Medical Center," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYUC,550 1st Ave,New York,10016,Liver,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,-73.97450676,40.74237896,10/25/2018,10/25/2018
LiveOnNY,New York University Medical Center," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYUC,550 1st Ave,New York,10016,Heart,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,-73.97450676,40.74237896,10/25/2018,10/25/2018
LiveOnNY,New York University Medical Center," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYUC,550 1st Ave,New York,10016,Lung,2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,-73.97450676,40.74237896,10/25/2018,10/25/2018
LiveOnNY,New York University Medical Center," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYUC,550 1st Ave,New York,10016,Vascularized Composite Allograft (VCA),2,Region 2,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,-73.97450676,40.74237896,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,State University of New York Upstate Medical University," Kidney, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYUM,750 E Adams St,Syracuse,13210,Kidney,2,Region 2,New York,NY,36,36067,"Onondaga County, NY","Syracuse, NY",New York District 24,115,3624,13210,-76.14026172,43.04266146,10/25/2018,10/25/2018
Finger Lakes Donor Recovery Network,State University of New York Upstate Medical University," Kidney, Pancreas",33P005,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,NYUM,750 E Adams St,Syracuse,13210,Pancreas,2,Region 2,New York,NY,36,36067,"Onondaga County, NY","Syracuse, NY",New York District 24,115,3624,13210,-76.14026172,43.04266146,10/25/2018,10/25/2018
LiveOnNY,James J. Peters VA Medical Center, Kidney,33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYVA,130 W Kingsbridge Rd,Bronx,10468,Kidney,2,Region 2,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10468,-73.90313305,40.86903513,10/25/2018,10/25/2018
LiveOnNY,Westchester Medical Center," Heart, Kidney, Liver, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYWC,100 Woods Rd,Valhalla,10595,Kidney,2,Region 2,New York,NY,36,36119,"Westchester County, NY","Valhalla, NY",New York District 17,115,3617,10595,-73.80396903,41.08770647,10/25/2018,10/25/2018
LiveOnNY,Westchester Medical Center," Heart, Kidney, Liver, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYWC,100 Woods Rd,Valhalla,10595,Pancreas,2,Region 2,New York,NY,36,36119,"Westchester County, NY","Valhalla, NY",New York District 17,115,3617,10595,-73.80396903,41.08770647,10/25/2018,10/25/2018
LiveOnNY,Westchester Medical Center," Heart, Kidney, Liver, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYWC,100 Woods Rd,Valhalla,10595,Liver,2,Region 2,New York,NY,36,36119,"Westchester County, NY","Valhalla, NY",New York District 17,115,3617,10595,-73.80396903,41.08770647,10/25/2018,10/25/2018
LiveOnNY,Westchester Medical Center," Heart, Kidney, Liver, Pancreas",33P003,460 W 34th St Fl 15,New York,NY,10001-2320,646-291-4444,NYWC,100 Woods Rd,Valhalla,10595,Heart,2,Region 2,New York,NY,36,36119,"Westchester County, NY","Valhalla, NY",New York District 17,115,3617,10595,-73.80396903,41.08770647,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Kidney,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Pancreas,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Liver,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Intestine,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Heart,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Lung,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifebanc,The Cleveland Clinic Foundation," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHCC,9500 Euclid Ave,Cleveland,44195,Vascularized Composite Allograft (VCA),5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44195,-81.62243159,41.50342048,10/25/2018,10/25/2018
Lifeline of Ohio,Nationwide Children's Hospital," Heart, Kidney, Liver, Lung",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHCH,700 Childrens Dr,Columbus,43205,Kidney,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43205,-82.97922977,39.95236875,10/25/2018,10/25/2018
Lifeline of Ohio,Nationwide Children's Hospital," Heart, Kidney, Liver, Lung",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHCH,700 Childrens Dr,Columbus,43205,Liver,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43205,-82.97922977,39.95236875,10/25/2018,10/25/2018
Lifeline of Ohio,Nationwide Children's Hospital," Heart, Kidney, Liver, Lung",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHCH,700 Childrens Dr,Columbus,43205,Heart,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43205,-82.97922977,39.95236875,10/25/2018,10/25/2018
Lifeline of Ohio,Nationwide Children's Hospital," Heart, Kidney, Liver, Lung",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHCH,700 Childrens Dr,Columbus,43205,Lung,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43205,-82.97922977,39.95236875,10/25/2018,10/25/2018
